ride_id,pickup,destination,date,time,distance,vehicleType,base_fare,traffic,weather,final_fare
d83c9273-d563-4747-be74-db3466cd2ef5,"Adajan, Surat",Nadiad Bus Stand,2024-09-25,19:22,2.4,auto,36.0,Low,Clear,36.0
a8e3d48d-e9fb-4454-9fe0-4f2b641c8436,Nadiad Junction,Ahmedabad Railway Station,2024-03-30,09:36,2.7,bike,27.0,Low,Rainy,28.35
86cc2e2e-a469-44cd-9f05-818fa0f164c0,"Khambhaliya, Jamnagar","Gota, Ahmedabad",2024-02-17,22:04,27.6,auto,414.0,Low,Clear,414.0
f7fba92c-9d18-48ff-9500-dc5cd894965c,Jamnagar Railway Station,Nadiad Bus Stand,2024-04-29,15:47,29.0,auto,435.0,High,Clear,522.0
246c9e21-5fbd-4592-8893-2cbf34ab273d,Nadiad Bus Stand,"CG Road, Ahmedabad",2024-03-09,15:01,18.9,bike,189.0,Low,Rainy,198.45
ec2d3510-7f4e-45d9-a69e-1daed8d30e7e,"Adajan, Surat",Surat Airport,2024-05-02,20:10,22.3,auto,334.5,Medium,Rainy,386.35
e66b3dc4-d480-42e8-9eab-13260fa74775,"CG Road, Ahmedabad",Ahmedabad Railway Station,2024-06-22,18:54,37.5,auto,562.5,High,Clear,675.0
6a907db4-1353-4805-abb5-9d10b677dd11,"Adajan, Surat",Jamnagar Railway Station,2024-05-20,03:25,35.5,auto,532.5,Medium,Rainy,615.04
c4a27db9-ffe5-4b13-b7de-e6733115e57d,Jamnagar Railway Station,Surat Airport,2024-05-29,10:49,47.8,moto,956.0,Low,Clear,956.0
5ad0ba36-38ed-4cb0-a3a6-a266cc315674,"Varachha, Surat","Gota, Ahmedabad",2024-03-09,09:20,38.5,moto,770.0,Medium,Stormy,931.7
90246121-6a6e-4bda-88ea-71fb8a2226e1,"Gota, Ahmedabad",Nadiad Bus Stand,2024-12-30,16:58,5.5,bike,55.0,Low,Clear,55.0
80769432-b000-4fd2-883c-29dbae0b407c,"Gota, Ahmedabad","Varachha, Surat",2024-08-27,04:56,34.2,auto,513.0,Low,Stormy,564.3
8e1866aa-6d08-4614-a1cc-d2dfc84156bc,"Khambhaliya, Jamnagar",Nadiad Bus Stand,2024-08-16,21:55,11.5,bike,115.0,Medium,Clear,126.5
10749a68-a475-4086-9357-ef91d98bdd2a,Ahmedabad Railway Station,"Gota, Ahmedabad",2024-06-11,18:26,2.3,auto,34.5,Medium,Stormy,41.75
56f89c93-0569-4673-ba23-53556580fdeb,"Khambhaliya, Jamnagar",Surat Airport,2024-10-24,05:42,18.6,bike,186.0,Medium,Rainy,214.83
721b573e-60c7-4bc4-9d35-7de2ac7b9cd5,Nadiad Bus Stand,"CG Road, Ahmedabad",2024-04-03,13:15,29.9,moto,598.0,Medium,Rainy,690.69
d426cc48-31f2-4a19-a979-18900ce1c4bd,"Varachha, Surat","Khambhaliya, Jamnagar",2024-07-31,03:58,17.6,bike,176.0,High,Stormy,232.32
b84ffa70-4095-4997-98c9-a4453eea4258,Nadiad Junction,Nadiad Bus Stand,2024-01-29,14:55,21.9,moto,438.0,High,Stormy,578.16
ad427e38-e7b4-4094-aff0-926588cd7b04,Jamnagar Railway Station,"Adajan, Surat",2024-07-23,18:39,21.9,moto,438.0,High,Clear,525.6
d7d228bd-cb69-44ad-8174-1672375e1a07,Nadiad Junction,"CG Road, Ahmedabad",2024-06-01,16:39,2.6,bike,26.0,Medium,Rainy,30.03
8027b769-6290-4cd9-a9ec-411460594b84,Nadiad Junction,"Khambhaliya, Jamnagar",2024-08-17,23:05,14.8,auto,222.0,High,Rainy,279.72
9639dad6-caca-4b98-ab64-4eac71ad6ab4,Jamnagar Railway Station,Nadiad Junction,2024-11-18,17:55,29.9,moto,598.0,High,Clear,717.6
7f6e31ad-68b8-4cab-a01b-c92ec11a6c83,"Gota, Ahmedabad","Adajan, Surat",2024-07-04,08:13,24.3,moto,486.0,Medium,Rainy,561.33
66608c1e-a27d-4b74-9b21-870e0bebc205,Nadiad Bus Stand,"Khambhaliya, Jamnagar",2024-02-15,23:06,15.6,auto,234.0,Low,Rainy,245.7
dfba9298-3e5e-4046-a5c9-870adc49fbab,Jamnagar Railway Station,Ahmedabad Railway Station,2024-07-27,19:45,12.2,auto,183.0,High,Stormy,241.56
914ce76e-5e47-4b20-8934-24183ed8e25d,"Khambhaliya, Jamnagar","Gota, Ahmedabad",2024-07-25,09:21,11.2,bike,112.0,Low,Clear,112.0
16e16577-86ee-419f-8ee1-0cc818754537,Ahmedabad Railway Station,Jamnagar Railway Station,2024-12-21,16:56,13.8,bike,138.0,High,Stormy,182.16
cbd8ce74-bc48-46b0-b041-31a431b5032c,Nadiad Junction,Jamnagar Railway Station,2024-05-11,18:39,11.4,bike,114.0,High,Stormy,150.48
10f2c1b5-5d89-4964-91a2-3e1ad47f7720,"Gota, Ahmedabad","Varachha, Surat",2024-02-03,05:07,15.8,bike,158.0,Low,Stormy,173.8
dc25f2ca-b6d5-490e-b552-25ee7879cab7,"Adajan, Surat","Gota, Ahmedabad",2024-01-12,18:50,29.9,moto,598.0,High,Stormy,789.36
13add56c-fe25-4143-8d5f-433f5f38ba1f,"Adajan, Surat",Jamnagar Railway Station,2024-03-28,19:14,38.9,moto,778.0,High,Clear,933.6
e95fbdb0-e00d-4d1c-bd0f-69d420a9df0f,Nadiad Bus Stand,"Gota, Ahmedabad",2024-01-11,22:02,27.7,auto,415.5,Medium,Rainy,479.9
d65db265-ab36-412e-9ada-aa806c3539ba,Nadiad Bus Stand,"Khambhaliya, Jamnagar",2024-05-01,10:01,14.3,auto,214.5,Low,Rainy,225.23
4e8297ca-3e65-4be7-a16b-3598309d4e91,Surat Airport,"Gota, Ahmedabad",2024-06-19,03:01,27.6,auto,414.0,Low,Rainy,434.7
9c19f4f1-8449-4c45-a9d9-a81132060b0c,"Varachha, Surat","Khambhaliya, Jamnagar",2024-06-29,19:39,6.5,auto,97.5,Medium,Rainy,112.61
b61a4129-163c-4d35-ab4e-95f97dbdb39e,Jamnagar Railway Station,"Khambhaliya, Jamnagar",2024-05-05,09:30,37.6,moto,752.0,Medium,Rainy,868.56
0fa82ee4-a0de-41ab-8bab-1049cc70ab63,Ahmedabad Railway Station,Nadiad Bus Stand,2024-02-09,20:54,23.0,moto,460.0,High,Clear,552.0
8818a167-ced8-4d57-bee7-1d6791f0f5e6,Surat Airport,Ahmedabad Railway Station,2024-12-22,18:25,38.7,auto,580.5,Medium,Rainy,670.48
063ed92d-0b28-4512-8afc-c3cdaafaf4b5,Surat Airport,Jamnagar Railway Station,2024-08-22,22:59,12.3,bike,123.0,Medium,Stormy,148.83
d7ab2475-f43f-4598-8673-ad0c4b49849f,Nadiad Junction,"CG Road, Ahmedabad",2024-04-20,04:16,2.8,auto,42.0,Medium,Rainy,48.51
10485dab-53bb-48fb-9737-ef353cad99c4,Nadiad Junction,"Varachha, Surat",2024-05-08,05:16,16.6,bike,166.0,Medium,Rainy,191.73
df7c1ac3-ff94-476d-a0c0-1203f6c7e51b,"Khambhaliya, Jamnagar","Gota, Ahmedabad",2024-03-17,07:40,15.6,auto,234.0,High,Rainy,294.84
a60ade0c-3578-468e-97d3-8927e32c35b0,"Adajan, Surat","CG Road, Ahmedabad",2024-12-16,14:52,24.0,auto,360.0,Medium,Rainy,415.8
aa21d6d0-1471-4d22-82dc-0f5d003f01eb,"Khambhaliya, Jamnagar","Adajan, Surat",2024-09-18,19:15,1.6,bike,16.0,Medium,Clear,17.6
4c287e14-f16d-4056-8aaf-3d73f9a3a2d1,"Khambhaliya, Jamnagar",Ahmedabad Railway Station,2024-11-09,19:09,45.9,moto,918.0,Medium,Clear,1009.8
b2a6c108-aaba-489b-8970-4f138045c367,"Adajan, Surat",Nadiad Bus Stand,2024-07-30,05:39,22.1,auto,331.5,Low,Clear,331.5
b4f78d26-099d-4b6c-8fcd-9fe7b369b1e3,Jamnagar Railway Station,"Khambhaliya, Jamnagar",2024-04-08,19:03,35.3,auto,529.5,High,Stormy,698.94
737a16e0-7de3-4afb-a373-cd63a3500afa,Surat Airport,"Khambhaliya, Jamnagar",2024-08-16,04:09,19.9,auto,298.5,High,Stormy,394.02
0a8bc885-077f-45f3-bf25-e239321c7fdc,Ahmedabad Railway Station,"CG Road, Ahmedabad",2024-07-20,02:11,13.1,auto,196.5,Medium,Clear,216.15
1f86672c-b8ec-471b-8a1e-929a65a2427f,"Gota, Ahmedabad",Nadiad Junction,2024-08-21,11:22,3.4,bike,34.0,Medium,Clear,37.4
b4354ac6-61c0-4683-b5f6-2de349fe4ad4,Nadiad Junction,Ahmedabad Railway Station,2024-04-27,21:51,2.8,auto,42.0,Low,Clear,42.0
3305927f-9e1e-45c3-873e-5257db3bbda1,Jamnagar Railway Station,"Varachha, Surat",2024-08-21,13:19,5.8,bike,58.0,High,Clear,69.6
34efdd6d-206f-4834-b63b-72f0174de667,Nadiad Junction,"Adajan, Surat",2024-09-26,17:02,41.4,moto,828.0,Medium,Stormy,1001.88
9c6ad901-c4cf-4b41-a161-8f69627a7e51,Surat Airport,"Varachha, Surat",2024-05-12,10:04,25.7,moto,514.0,Low,Clear,514.0
ff742e26-2adc-4c30-9358-66773e25ed1e,"Varachha, Surat","Gota, Ahmedabad",2024-05-20,09:36,45.4,moto,908.0,Medium,Stormy,1098.68
5e54e450-5a6d-40df-af36-45774ce65656,Nadiad Junction,Jamnagar Railway Station,2024-12-19,18:12,24.9,moto,498.0,Low,Stormy,547.8
5b1289b3-bf81-48b3-b1ed-c82af50b6a10,Nadiad Junction,Nadiad Bus Stand,2024-12-25,10:39,7.4,auto,111.0,Medium,Stormy,134.31
585a0794-2b87-4b95-90d0-ed8cc5b85b74,"Adajan, Surat",Surat Airport,2024-11-01,12:50,4.9,bike,49.0,Low,Clear,49.0
92a31dcd-3e9b-4bcb-9d33-e0204eea411b,Jamnagar Railway Station,Nadiad Junction,2024-01-08,04:07,19.1,auto,286.5,Low,Stormy,315.15
a3815e48-c305-4aff-8a6c-017ee4bb937b,"CG Road, Ahmedabad",Ahmedabad Railway Station,2024-04-15,21:19,4.2,auto,63.0,Low,Rainy,66.15
2e74ffe6-aec3-41a4-b05e-3cededf16ac4,"Gota, Ahmedabad",Surat Airport,2024-07-13,11:26,16.4,bike,164.0,Low,Clear,164.0
ec65dc8a-ce0d-4e13-80bd-1878e43ce608,Surat Airport,Nadiad Junction,2024-03-19,07:25,24.5,auto,367.5,High,Rainy,463.05
8d2b5d51-73f7-473a-aadc-8b8c06a93252,Jamnagar Railway Station,"CG Road, Ahmedabad",2024-12-12,12:02,22.4,moto,448.0,Medium,Stormy,542.08
7a04352a-fa84-4c35-9e9e-3f7b627015a6,Ahmedabad Railway Station,"CG Road, Ahmedabad",2024-10-25,12:10,27.6,auto,414.0,High,Rainy,521.64
b593632b-92b6-4274-abc0-5299cd5a1a4a,"CG Road, Ahmedabad",Ahmedabad Railway Station,2024-06-04,07:53,14.1,auto,211.5,Low,Stormy,232.65
8e10a954-7c31-4478-b480-cc54bdfe9f18,"Varachha, Surat",Nadiad Junction,2024-04-15,12:04,46.5,moto,930.0,High,Clear,1116.0
985f9758-a695-4822-9de9-6343595a7d73,"CG Road, Ahmedabad",Nadiad Junction,2024-01-08,10:03,9.2,auto,138.0,Low,Rainy,144.9
e71b1fc4-ad78-4298-8e52-4e9cc0ebd681,"Adajan, Surat","Gota, Ahmedabad",2024-03-29,22:56,10.2,bike,102.0,Low,Rainy,107.1
812f36a6-5aca-4acd-a981-1b6d0483d7e4,"CG Road, Ahmedabad",Ahmedabad Railway Station,2024-11-28,14:09,6.2,bike,62.0,High,Rainy,78.12
b90d64bc-6733-49dd-8a61-36f4292acc9e,Jamnagar Railway Station,"Varachha, Surat",2024-03-11,18:19,35.2,auto,528.0,High,Stormy,696.96
351df7d4-a7de-46ea-b608-b6b41b1df735,"Gota, Ahmedabad","Adajan, Surat",2024-05-05,13:35,37.0,auto,555.0,Low,Clear,555.0
f564b6e1-8c47-4c19-af48-08567813b742,"Gota, Ahmedabad",Nadiad Bus Stand,2024-12-24,20:14,10.9,bike,109.0,Medium,Stormy,131.89
c02cada5-920f-442c-97c9-9da1d350f65d,Nadiad Bus Stand,"Adajan, Surat",2024-10-30,09:40,19.2,auto,288.0,Medium,Stormy,348.48
36c82614-324e-4049-bf86-026ecd2b8dd4,"Varachha, Surat",Ahmedabad Railway Station,2024-08-14,19:21,8.1,bike,81.0,Medium,Clear,89.1
afdb63b3-3767-4821-a893-18d01c3a0a1e,Nadiad Bus Stand,"Khambhaliya, Jamnagar",2024-04-28,20:09,32.9,auto,493.5,Medium,Stormy,597.14
89f864ef-9cf1-4e91-bde6-848c44d9907f,"Varachha, Surat","Khambhaliya, Jamnagar",2024-05-09,14:13,24.9,moto,498.0,High,Clear,597.6
ab90f653-1959-477c-932b-3faddf3e83d2,"Gota, Ahmedabad","Khambhaliya, Jamnagar",2024-03-07,06:04,36.4,moto,728.0,Low,Rainy,764.4
2dce8c13-6106-41ff-8729-58276198a3de,Nadiad Bus Stand,Nadiad Junction,2024-03-29,23:58,18.0,bike,180.0,High,Rainy,226.8
08debeb6-78a1-4d51-aabc-2370fd0289e6,"CG Road, Ahmedabad",Jamnagar Railway Station,2024-12-01,20:28,3.8,auto,57.0,Medium,Clear,62.7
f85bb6d2-7b12-4fb5-963e-901e47642dd0,"Gota, Ahmedabad","Adajan, Surat",2024-09-11,07:11,16.5,auto,247.5,Low,Stormy,272.25
fc992d90-1580-407e-8d3e-23f409689805,"Adajan, Surat","Varachha, Surat",2024-03-27,05:27,19.7,bike,197.0,Medium,Stormy,238.37
c4a64048-3ad9-4910-b298-22049e26f777,Nadiad Junction,"Khambhaliya, Jamnagar",2024-08-20,23:26,2.4,bike,24.0,Medium,Rainy,27.72
5ac374e8-7efd-4125-ab62-7b7cc2b48a9f,Nadiad Junction,Ahmedabad Railway Station,2024-12-06,13:23,13.7,bike,137.0,Medium,Clear,150.7
d555e00c-55c9-4cf2-bbe7-c5d35a235fe5,"Khambhaliya, Jamnagar","Gota, Ahmedabad",2024-03-27,14:19,32.3,auto,484.5,High,Clear,581.4
5175b9e2-085a-422e-890b-e631adde7bdf,"CG Road, Ahmedabad",Jamnagar Railway Station,2024-08-06,09:03,7.4,bike,74.0,Medium,Rainy,85.47
9a4695da-fae7-4a0f-b626-4e24bceae1b5,Nadiad Bus Stand,"Khambhaliya, Jamnagar",2024-01-15,12:33,34.1,auto,511.5,Low,Stormy,562.65
b798b695-cccb-4714-bbd9-c5283c3d548b,Surat Airport,"Gota, Ahmedabad",2024-10-16,20:12,12.8,bike,128.0,Medium,Stormy,154.88
aa43ddb9-6ff7-4417-bb00-4913d0c65644,"Gota, Ahmedabad",Jamnagar Railway Station,2024-01-15,16:17,26.9,moto,538.0,High,Stormy,710.16
441e693d-75d5-4e34-87a6-387148b6c1e6,Nadiad Bus Stand,Jamnagar Railway Station,2024-08-09,17:54,38.0,moto,760.0,High,Rainy,957.6
0cc12f67-b852-4743-9bdb-76298941b6fa,Ahmedabad Railway Station,"Khambhaliya, Jamnagar",2024-08-10,12:45,16.4,bike,164.0,High,Clear,196.8
34ba5621-01ea-4ea3-a6d8-d4577c49a9f5,Jamnagar Railway Station,"Khambhaliya, Jamnagar",2024-04-14,17:11,25.4,auto,381.0,Medium,Stormy,461.01
8dea359b-b7cd-4d15-9e33-731257612dca,"Khambhaliya, Jamnagar","CG Road, Ahmedabad",2024-12-30,11:18,38.5,moto,770.0,High,Clear,924.0
a1c1d3ff-34bb-4d34-8dc5-e6bd25314642,"Gota, Ahmedabad",Nadiad Bus Stand,2024-04-05,16:43,9.5,bike,95.0,Low,Stormy,104.5
2e082165-2109-420d-897c-3e7b8e858824,"CG Road, Ahmedabad","Varachha, Surat",2024-05-24,13:02,18.7,bike,187.0,Medium,Clear,205.7
56c37cf6-3618-4d33-9dcf-85e2ebf5c07e,Surat Airport,Ahmedabad Railway Station,2024-08-20,07:37,4.7,bike,47.0,Medium,Clear,51.7
1b9f7f29-c44c-4142-9393-18a60ce3cf74,Surat Airport,"Gota, Ahmedabad",2024-08-10,17:44,8.1,auto,121.5,Low,Stormy,133.65
b7adf189-3864-4468-bb32-4be23f504cfe,"Adajan, Surat",Ahmedabad Railway Station,2024-04-27,15:41,30.0,moto,600.0,Medium,Clear,660.0
f73c020e-d76a-4d28-b72c-80d0b3e53a5c,Jamnagar Railway Station,"CG Road, Ahmedabad",2024-07-30,17:03,8.3,auto,124.5,Low,Clear,124.5
11703330-1272-49c8-aa55-27b9abd524ba,"CG Road, Ahmedabad","Gota, Ahmedabad",2024-02-07,23:51,28.7,moto,574.0,High,Stormy,757.68
b06ae53f-f588-4b5d-9ca4-d1010f871091,"Adajan, Surat",Surat Airport,2024-01-03,15:38,24.0,auto,360.0,Low,Rainy,378.0
b0ed4fe2-a9b1-4972-8d0a-d67d2166e40b,"Gota, Ahmedabad",Jamnagar Railway Station,2024-04-25,22:16,31.7,moto,634.0,Low,Rainy,665.7
dcb9db89-21d4-4498-af65-228b9e1858fa,Ahmedabad Railway Station,Nadiad Junction,2024-09-01,05:25,27.0,moto,540.0,Medium,Rainy,623.7
5c786aba-a6bf-4f70-95cc-c9691cbd0190,"Khambhaliya, Jamnagar","CG Road, Ahmedabad",2024-06-11,00:22,8.4,bike,84.0,Low,Rainy,88.2
5603145a-2e04-4b4e-b301-505251147410,Ahmedabad Railway Station,"Adajan, Surat",2024-02-01,13:37,39.7,auto,595.5,High,Rainy,750.33
16f6b72e-d57a-4481-aa3c-d99606fc855b,"Gota, Ahmedabad",Surat Airport,2024-05-21,23:43,5.9,bike,59.0,High,Clear,70.8
7df16dd3-5807-4203-bba4-be38b2a9de19,Nadiad Junction,Jamnagar Railway Station,2024-06-22,11:58,21.2,moto,424.0,Medium,Clear,466.4
dae99df5-0ba4-4760-bea5-79a5ffc0fed0,"Khambhaliya, Jamnagar",Nadiad Junction,2024-05-01,02:45,17.1,bike,171.0,Medium,Rainy,197.51
15bc38fa-a432-41b7-af19-8c2964ddaf87,Jamnagar Railway Station,"Gota, Ahmedabad",2024-04-25,20:46,43.6,moto,872.0,Medium,Rainy,1007.16
c831b48f-1e0f-4412-93c5-dc1c2a19e182,Jamnagar Railway Station,"Gota, Ahmedabad",2024-04-12,19:43,3.0,auto,45.0,Low,Clear,45.0
7aa12a7e-4c68-4deb-a625-e19cb66166d1,Jamnagar Railway Station,"Varachha, Surat",2024-11-21,14:09,26.9,auto,403.5,Medium,Clear,443.85
1717732a-47ff-475a-a17d-478fa8aa5e4b,"Adajan, Surat",Nadiad Bus Stand,2024-07-02,11:02,10.6,auto,159.0,High,Stormy,209.88
e849e0ad-4741-4b1e-9fbd-12e015c3d3c0,Nadiad Junction,Surat Airport,2024-02-24,21:59,8.2,auto,123.0,High,Stormy,162.36
f7d31973-a1de-4230-97b0-0a00e31d05d2,"CG Road, Ahmedabad","Varachha, Surat",2024-12-09,07:09,28.4,auto,426.0,Low,Rainy,447.3
f28547ad-12e9-4b50-9752-71eb6cfb9ea3,Surat Airport,"Gota, Ahmedabad",2024-12-30,06:52,26.7,moto,534.0,Low,Stormy,587.4
0b8eeaf3-47c1-4f95-a425-dc5995f9e2fe,Jamnagar Railway Station,Ahmedabad Railway Station,2024-05-13,23:31,24.6,moto,492.0,Low,Stormy,541.2
